DATE LME;Official Ask LME USD TONNE
10/08/2023;8423,500
11/08/2023;8242,000
14/08/2023;8242,000
15/08/2023;8126,500
16/08/2023;8132,000
17/08/2023;8215,000
18/08/2023;8176,000
21/08/2023;8239,500
22/08/2023;8342,000
23/08/2023;8377,500
24/08/2023;8358,500
25/08/2023;8381,500
29/08/2023;8375,000
30/08/2023;8394,500
31/08/2023;8359,500
01/09/2023;8515,000
04/09/2023;8406,000
05/09/2023;8430,000
06/09/2023;8395,000
07/09/2023;8242,500
08/09/2023;8225,000
11/09/2023;8332,500
12/09/2023;8337,500
13/09/2023;8353,000
14/09/2023;8423,000
15/09/2023;8376,500
18/09/2023;8320,000
19/09/2023;8233,500
20/09/2023;8277,000
21/09/2023;8101,000
22/09/2023;8188,000
25/09/2023;8107,000
26/09/2023;8066,000
27/09/2023;8017,000
28/09/2023;8112,000
29/09/2023;8230,500
02/10/2023;8100,500
03/10/2023;7960,000
04/10/2023;7910,500
05/10/2023;7812,500
06/10/2023;7887,000
09/10/2023;8015,500
10/10/2023;7907,500
11/10/2023;7943,500
12/10/2023;7995,000
13/10/2023;7891,000
16/10/2023;7920,000
17/10/2023;7846,500
18/10/2023;7947,500
19/10/2023;7938,000
20/10/2023;7876,000
23/10/2023;7824,500
24/10/2023;7900,500
25/10/2023;7946,000
26/10/2023;7939,000
27/10/2023;7963,500
30/10/2023;8110,000
31/10/2023;8038,000
01/11/2023;8041,000
02/11/2023;8066,000
03/11/2023;8070,500
06/11/2023;8136,500
07/11/2023;8068,000
08/11/2023;8088,000
09/11/2023;8030,500
10/11/2023;8006,000
13/11/2023;8014,500
14/11/2023;8081,000
15/11/2023;8169,000
16/11/2023;8165,500
17/11/2023;8141,000
20/11/2023;8247,000
21/11/2023;8324,000
22/11/2023;8296,000
23/11/2023;8307,500
24/11/2023;8300,000
27/11/2023;8281,000
28/11/2023;8278,000
29/11/2023;8384,000
30/11/2023;8332,000
01/12/2023;8456,000
04/12/2023;8417,000
05/12/2023;8259,000
06/12/2023;8297,000
07/12/2023;8221,000
08/12/2023;8348,000
11/12/2023;8275,500
12/12/2023;8272,000
13/12/2023;8205,000
14/12/2023;8461,500
15/12/2023;8471,000
18/12/2023;8423,000
19/12/2023;8439,000
20/12/2023;8466,500
21/12/2023;8460,000
22/12/2023;8499,000
27/12/2023;8511,500
28/12/2023;8530,000
29/12/2023;8476,000
02/01/2024;8430,000
03/01/2024;8381,000
04/01/2024;8375,000
05/01/2024;8346,500
08/01/2024;8295,000
09/01/2024;8301,500
10/01/2024;8285,000
11/01/2024;8332,000
12/01/2024;8289,000
15/01/2024;8238,500
16/01/2024;8280,000
17/01/2024;8230,000
18/01/2024;8189,000
19/01/2024;8275,000
22/01/2024;8254,500
23/01/2024;8283,500
24/01/2024;8460,000
25/01/2024;8486,000
26/01/2024;8447,000
29/01/2024;8421,000
30/01/2024;8462,000
31/01/2024;8513,000
01/02/2024;8437,000
02/02/2024;8400,000
05/02/2024;8329,000
06/02/2024;8280,000
07/02/2024;8280,500
08/02/2024;8202,000
09/02/2024;8091,500
12/02/2024;8085,500
13/02/2024;8185,000
14/02/2024;8133,500
15/02/2024;8153,000
16/02/2024;8322,000
19/02/2024;8364,500
20/02/2024;8366,500
21/02/2024;8472,000
22/02/2024;8482,000
23/02/2024;8442,500
26/02/2024;8373,000
27/02/2024;8396,500
28/02/2024;8340,500
29/02/2024;8389,000
01/03/2024;8394,000
04/03/2024;8437,000
05/03/2024;8429,500
06/03/2024;8441,000
07/03/2024;8559,000
08/03/2024;8552,500
11/03/2024;8522,000
