"Date","Price","Open","High","Low","Vol.","Change %"
"07/06/2023","26.7494","26.7103","26.9153","26.6507","","0.36%"
"07/05/2023","26.6536","26.7752","26.9490","26.6945","","-0.24%"
"07/04/2023","26.7172","26.8577","26.9836","26.7513","","-0.30%"
"07/03/2023","26.7982","26.8562","27.0464","26.7565","","-0.01%"
"06/30/2023","26.8004","26.8356","27.0382","26.6702","","0.27%"
"06/29/2023","26.7284","26.8656","27.0469","26.7111","","-0.29%"
"06/28/2023","26.8061","26.9849","27.0793","26.8250","","-0.44%"
"06/27/2023","26.9252","26.8605","27.1353","26.8407","","0.50%"
"06/26/2023","26.7911","26.8272","27.0233","26.7969","","0.14%"
"06/23/2023","26.7543","26.9762","27.0329","26.6954","","-0.61%"
"06/22/2023","26.9189","27.0487","27.1951","26.9236","","-0.25%"
"06/21/2023","26.9877","26.8812","27.1703","26.8221","","0.63%"
"06/20/2023","26.8192","26.8925","27.0602","26.8023","","-0.05%"
"06/19/2023","26.8329","26.9209","27.0499","26.8333","","-0.14%"
"06/16/2023","26.8711","26.9443","27.0942","26.8651","","-0.06%"
"06/15/2023","26.8859","26.6591","27.0716","26.5921","","1.05%"
"06/14/2023","26.6074","26.4555","26.8157","26.4102","","0.79%"
"06/13/2023","26.3991","26.3626","26.7083","26.3615","","0.32%"
"06/12/2023","26.3138","26.5120","26.6313","26.3333","","-0.10%"
"06/09/2023","26.3409","26.5324","26.6287","26.4142","","-0.51%"
"06/08/2023","26.4760","26.3238","26.6040","26.3152","","0.80%"
"06/07/2023","26.2654","26.3036","26.5261","26.2421","","0.05%"
"06/06/2023","26.2513","26.3543","26.4692","26.2164","","-0.17%"
"06/05/2023","26.2958","26.4158","26.4621","26.2527","","0.07%"
"06/02/2023","26.2779","26.4576","26.5826","26.3234","","-0.45%"
"06/01/2023","26.3964","26.2813","26.5616","26.2089","","0.66%"
"05/31/2023","26.2230","26.3955","26.4583","26.1492","","-0.42%"
"05/30/2023","26.3345","26.3223","26.4959","26.2350","","0.27%"
"05/29/2023","26.2626","26.3678","26.4132","26.3161","","-0.18%"
"05/26/2023","26.3092","26.3568","26.5150","26.3062","","0.05%"
"05/25/2023","26.2959","26.4235","26.5161","26.3200","","-0.26%"
"05/24/2023","26.3648","26.4776","26.6159","26.4116","","-0.20%"
"05/23/2023","26.4188","26.6624","26.6900","26.4344","","-0.30%"
"05/22/2023","26.4978","26.5798","26.7105","26.5228","","0.01%"
"05/19/2023","26.4962","26.4741","26.6880","26.4458","","0.31%"
"05/18/2023","26.4153","26.6425","26.6852","26.4417","","-0.64%"
"05/17/2023","26.5859","26.6956","26.8255","26.5417","","-0.20%"
"05/16/2023","26.6388","26.8044","26.8586","26.6716","","-0.03%"
"05/15/2023","26.6473","26.6786","26.8554","26.6504","","0.14%"
"05/12/2023","26.6101","26.9261","26.9640","26.6924","","-0.61%"
"05/11/2023","26.7745","26.9847","27.1224","26.7855","","-0.57%"
"05/10/2023","26.9274","26.9345","27.1199","26.8734","","0.19%"
"05/09/2023","26.8772","27.0450","27.0971","26.8831","","-0.40%"
"05/08/2023","26.9851","27.1114","27.2552","27.0291","","-0.13%"
"05/05/2023","27.0194","27.0598","27.2218","26.9475","","0.06%"
"05/04/2023","27.0023","27.1777","27.3333","27.0030","","-0.43%"
"05/03/2023","27.1200","27.0302","27.3431","27.0243","","0.53%"
"05/02/2023","26.9764","26.9650","27.1007","26.8876","","0.23%"
"05/01/2023","26.9151","27.1308","27.1869","26.9414","","-0.45%"
"04/28/2023","27.0376","27.1159","27.1956","26.9473","","-0.07%"
"04/27/2023","27.0558","27.1380","27.2483","27.0205","","-0.08%"
"04/26/2023","27.0778","26.9681","27.3253","26.9558","","0.61%"
"04/25/2023","26.9132","27.1522","27.2073","26.9472","","-0.63%"
"04/24/2023","27.0847","27.0192","27.2020","26.9565","","0.48%"
"04/21/2023","26.9544","26.9687","27.0896","26.8763","","0.18%"
"04/20/2023","26.9064","26.9364","27.0618","26.8787","","0.11%"
"04/19/2023","26.8767","26.9790","27.0163","26.8305","","-0.16%"
"04/18/2023","26.9193","26.8610","27.1170","26.8549","","0.40%"
"04/17/2023","26.8113","27.0266","27.0921","26.8144","","-0.68%"
"04/14/2023","26.9937","27.1569","27.2393","26.9795","","-0.38%"
"04/13/2023","27.0968","27.0392","27.2999","27.0011","","0.44%"
"04/12/2023","26.9769","26.8400","27.1059","26.8285","","0.71%"
"04/11/2023","26.7854","26.7219","26.9745","26.7071","","0.48%"
"04/10/2023","26.6578","26.8154","26.8943","26.6064","","-0.35%"
"04/07/2023","26.7510","26.8671","26.8757","26.7551","","-0.22%"
"04/06/2023","26.8100","26.8253","26.9076","26.7590","","0.13%"
"04/05/2023","26.7756","26.9431","27.0391","26.7896","","-0.42%"
"04/04/2023","26.8872","26.8077","26.9960","26.7720","","0.53%"
"04/03/2023","26.7459","26.6847","26.8731","26.5383","","0.51%"
"03/31/2023","26.6108","26.8298","26.8803","26.6589","","-0.57%"
"03/30/2023","26.7630","26.6763","26.9428","26.6246","","0.54%"
"03/29/2023","26.6196","26.7495","26.8295","26.6115","","0.08%"
"03/28/2023","26.5983","26.6322","26.7675","26.5655","","0.44%"
"03/27/2023","26.4830","26.4727","26.6485","26.4387","","0.36%"
"03/24/2023","26.3888","26.7083","26.7400","26.3710","","-0.66%"
"03/23/2023","26.5630","26.7748","26.9586","26.6180","","-0.23%"
"03/22/2023","26.6243","26.5565","26.9167","26.4638","","0.81%"
"03/21/2023","26.4109","26.4457","26.6141","26.3300","","0.45%"
"03/20/2023","26.2936","26.3114","26.4766","26.1819","","0.43%"
"03/17/2023","26.1818","26.1658","26.3742","26.0847","","0.65%"
"03/16/2023","26.0115","26.0175","26.2354","25.9667","","0.20%"
"03/15/2023","25.9585","26.4716","26.5433","25.8620","","-1.38%"
"03/14/2023","26.3229","26.4652","26.5174","26.2838","","0.03%"
"03/13/2023","26.3150","26.1840","26.5121","26.1761","","0.82%"
"03/10/2023","26.0998","26.0968","26.3979","26.0018","","0.60%"
"03/09/2023","25.9453","26.0056","26.1278","25.9154","","0.34%"
"03/08/2023","25.8571","26.0166","26.0784","25.8810","","-0.03%"
"03/07/2023","25.8644","26.3391","26.3970","25.9254","","-1.22%"
"03/06/2023","26.1845","26.1131","26.3876","26.0898","","0.43%"
"03/03/2023","26.0717","26.1332","26.2514","26.0338","","0.36%"
"03/02/2023","25.9785","26.3046","26.3279","26.0067","","-0.67%"
"03/01/2023","26.1526","26.0790","26.4094","25.9849","","0.86%"
"02/28/2023","25.9295","26.1506","26.2762","25.9886","","-0.29%"
"02/27/2023","26.0055","25.9893","26.1945","25.8950","","0.61%"
"02/24/2023","25.8466","26.1261","26.1800","25.8925","","-0.46%"
"02/23/2023","25.9666","26.1421","26.2260","25.9886","","-0.06%"
"02/22/2023","25.9814","26.2468","26.3301","26.0415","","-0.42%"
"02/21/2023","26.0916","26.3438","26.3763","26.1332","","-0.32%"
"02/20/2023","26.1765","26.3459","26.3891","26.2208","","-0.09%"
"02/17/2023","26.2003","26.3114","26.4200","26.0956","","0.05%"
"02/16/2023","26.1881","26.4692","26.5137","26.1842","","0.00%"
"02/15/2023","26.1881","26.4692","26.5137","26.1842","","-0.43%"
"02/14/2023","26.3008","26.4319","26.6364","26.3015","","0.11%"
"02/13/2023","26.2706","26.2383","26.4528","26.1770","","0.41%"
"02/10/2023","26.1628","26.4713","26.5095","26.1919","","-0.55%"
"02/09/2023","26.3074","26.4047","26.6239","26.3076","","0.25%"
"02/08/2023","26.2412","26.4417","26.5416","26.3088","","-0.16%"
"02/07/2023","26.2829","26.4442","26.5452","26.2240","","-0.04%"
"02/06/2023","26.2927","26.5164","26.6879","26.3256","","-0.59%"
"02/03/2023","26.4478","26.8942","27.0490","26.5165","","-1.08%"
"02/02/2023","26.7365","27.0939","27.2056","26.7661","","-0.72%"
"02/01/2023","26.9301","26.7876","27.1684","26.6766","","1.14%"
"01/31/2023","26.6276","26.7532","26.8762","26.5846","","0.17%"
"01/30/2023","26.5835","26.7415","26.9597","26.6546","","-0.26%"
"01/27/2023","26.6521","26.8628","26.9144","26.6422","","-0.20%"
"01/26/2023","26.7060","26.9244","26.9587","26.6899","","-0.24%"
"01/25/2023","26.7698","26.8567","26.9562","26.7324","74.37K","0.27%"
"01/24/2023","26.6965","26.8209","26.8864","26.6752","71.09K","0.10%"
"01/23/2023","26.6695","26.7232","26.9708","26.6872","72.84K","0.13%"
"01/20/2023","26.6352","26.7248","26.7984","26.5797","78.95K","0.25%"
"01/19/2023","26.5689","26.6187","26.7638","26.5186","103.75K","0.32%"
"01/18/2023","26.4830","26.6206","26.8696","26.4883","110.58K","0.02%"
"01/17/2023","26.4771","26.6996","26.8234","26.5154","109.69K","-0.26%"
"01/16/2023","26.5458","26.6657","26.8291","26.5935","67.17K","-0.11%"
"01/13/2023","26.5753","26.7647","26.8152","26.5280","98.63K","-0.19%"
"01/12/2023","26.6262","26.5401","26.8127","26.4412","96.51K","0.86%"
"01/11/2023","26.3979","26.4883","26.5895","26.3902","88.45K","0.20%"
"01/10/2023","26.3464","26.4616","26.5485","26.3695","95.43K","0.05%"
"01/09/2023","26.3325","26.2050","26.5584","26.1816","88.10K","0.78%"
"01/06/2023","26.1275","25.9613","26.2837","25.8244","95.42K","1.18%"
"01/05/2023","25.8231","26.1646","26.2349","25.8761","82.35K","-0.75%"
"01/04/2023","26.0191","26.0264","26.2554","25.9471","91.26K","0.46%"
"01/03/2023","25.8988","26.3131","26.3650","25.9142","95.62K","-1.06%"
"01/02/2023","26.1770","26.3521","26.4260","26.2138","21.60K","-0.37%"
"12/30/2022","26.2752","26.3118","26.4555","26.1983","72.15K","0.38%"
"12/29/2022","26.1746","26.1811","26.3871","26.1269","60.28K","0.48%"
"12/28/2022","26.0494","26.2600","26.3584","26.1146","56.56K","-0.26%"
"12/27/2022","26.1181","26.2502","26.3314","26.1324","68.90K","0.02%"
"12/26/2022","26.1132","26.1387","26.2658","26.1070","17.96K","0.20%"
"12/23/2022","26.0616","26.1453","26.2425","26.0656","94.87K","0.20%"
"12/22/2022","26.0101","26.1758","26.3055","26.0369","97.85K","-0.10%"
"12/21/2022","26.0365","26.2203","26.3067","26.0627","87.32K","-0.17%"
"12/20/2022","26.0807","26.1783","26.3292","26.0762","131.28K","0.11%"
"12/19/2022","26.0512","26.2127","26.3238","26.0404","92.39K","0.22%"
"12/16/2022","25.9947","26.2276","26.3669","26.0802","98.06K","-0.41%"
"12/15/2022","26.1028","26.3683","26.5004","26.0998","97.29K","-0.52%"
"12/14/2022","26.2403","26.2449","26.4004","26.1511","94.29K","0.49%"
"12/13/2022","26.1126","26.0016","26.3472","25.9340","77.51K","0.89%"
"12/12/2022","25.8813","25.9891","26.1644","25.8789","73.44K","0.03%"
"12/09/2022","25.8736","26.0656","26.1397","25.9009","82.82K","-0.25%"
"12/08/2022","25.9375","25.9397","26.0859","25.8378","90.90K","0.49%"
"12/07/2022","25.8122","25.8444","26.0756","25.7398","103.33K","0.35%"
"12/06/2022","25.7233","25.8926","26.0560","25.7546","85.05K","-0.21%"
"12/05/2022","25.7773","25.9653","26.2003","25.8124","91.87K","-0.46%"
"12/02/2022","25.8977","25.9802","26.0837","25.7276","83.22K","0.15%"
"12/01/2022","25.8583","25.7008","26.0791","25.6385","109.30K","1.06%"
"11/30/2022","25.5872","25.5082","25.7640","25.4044","93.20K","0.76%"
"11/29/2022","25.3954","25.5354","25.7369","25.4450","76.24K","-0.10%"
"11/28/2022","25.4200","25.6418","25.9720","25.4697","79.07K","-0.58%"
"11/25/2022","25.5683","25.7185","25.8568","25.5724","71.25K","-0.20%"
"11/24/2022","25.6200","25.6912","25.8237","25.6464","69.61K","0.13%"
"11/23/2022","25.5880","25.4603","25.8387","25.4132","75.58K","0.90%"
"11/22/2022","25.3591","25.3126","25.5800","25.2712","80.30K","0.56%"
"11/21/2022","25.2176","25.4850","25.5527","25.2304","82.84K","-0.80%"
"11/18/2022","25.4220","25.6079","25.7841","25.4615","96.17K","-0.36%"
"11/17/2022","25.5131","25.6611","25.7764","25.4352","99.55K","-0.35%"
"11/16/2022","25.6017","25.5632","25.8486","25.5054","104.40K","0.48%"
"11/15/2022","25.4806","25.5033","25.9771","25.3759","105.61K","0.31%"
"11/14/2022","25.4006","25.5897","25.7677","25.3825","104.04K","-0.36%"
