"Date","Price","Open","High","Low","Vol.","Change.."
2019-04-25,117.84,118.07,118.15,117.735,"139.70K","0.08%"
2019-04-24,117.74,117.975,118.175,117.75,"164.33K","-0.11%"
2019-04-23,117.87,118.025,118.21,117.81,"145.45K","0.10%"
2019-04-22,117.75,118,118.15,117.81,"82.26K","-0.14%"
2019-04-19,117.91,118,118.2,117.82,"107.29K","0.06%"
2019-04-18,117.84,118.005,118.24,117.75,"149.25K","-0.01%"
2019-04-17,117.85,117.94,118.13,117.775,"146.67K","0.13%"
2019-04-16,117.7,117.93,118.14,117.78,"132.71K","-0.03%"
2019-04-15,117.74,117.995,118.15,117.76,"104.52K","-0.05%"
2019-04-12,117.8,117.98,118.155,117.765,"139.04K","0.08%"
2019-04-11,117.71,118.02,118.175,117.785,"138.21K","-0.07%"
2019-04-10,117.79,117.89,118.165,117.725,"137.27K","0.12%"
2019-04-09,117.65,117.94,118.13,117.715,"152.09K","0.06%"
2019-04-08,117.58,117.82,118.09,117.695,"114.14K","-0.06%"
2019-04-05,117.65,117.905,118.145,117.72,"153.09K","-0.06%"
2019-04-04,117.72,117.9,118.085,117.71,"157.54K","0.01%"
2019-04-03,117.71,117.905,118.12,117.7,"163.24K","0.03%"
2019-04-02,117.67,117.875,118.105,117.71,"166.09K","-0.03%"
2019-04-01,117.7,117.84,118.165,117.765,"130.01K","0.00%"
2019-03-29,117.7,117.88,118.115,117.68,"164.70K","-0.11%"
2019-03-28,117.83,117.97,118.085,117.575,"173.26K","0.13%"
2019-03-27,117.68,117.995,118.14,117.7,"182.02K","-0.12%"
2019-03-26,117.82,117.945,118.15,117.795,"165.96K","0.07%"
2019-03-25,117.74,118.065,118.17,117.725,"127.50K","-0.16%"
2019-03-22,117.93,117.965,118.13,117.51,"179.99K","0.20%"
2019-03-21,117.7,117.84,118.09,117.69,"170.36K","0.10%"
2019-03-20,117.58,117.945,118.21,117.635,"161.90K","-0.09%"
2019-03-19,117.69,117.915,118.155,117.68,"149.26K","0.01%"
2019-03-18,117.68,117.98,118.22,117.73,"105.74K","-0.11%"
2019-03-15,117.81,118.01,118.275,117.83,"165.40K","0.04%"
2019-03-14,117.76,118.165,118.465,117.9,"192.96K","-0.14%"
2019-03-13,117.92,118.105,118.32,117.895,"184.31K","0.05%"
2019-03-12,117.86,118.115,118.26,117.815,"189.42K","0.00%"
2019-03-11,117.86,117.975,118.24,117.795,"138.49K","-0.11%"
2019-03-08,117.995,117.955,118.215,117.825,"155.71K","-0.05%"
2019-03-07,118.05,118.03,118.29,117.91,"162.59K","0.02%"
2019-03-06,118.03,118.17,118.31,117.82,"164.86K","0.06%"
2019-03-05,117.955,118.035,118.275,117.865,"165.09K","-0.08%"
2019-03-04,118.05,118.19,118.38,117.9,"124.66K","-0.01%"
2019-03-01,118.06,118.08,118.27,117.85,"176.52K","0.00%"
2019-02-28,118.055,118.085,118.395,117.935,"184.01K","-0.08%"
2019-02-27,118.15,118.08,118.24,117.89,"173.78K","-0.11%"
2019-02-26,118.285,118.275,118.445,118.035,"165.81K","0.08%"
2019-02-25,118.195,118.305,118.465,118.095,"145.81K","-0.06%"
2019-02-22,118.265,118.145,118.355,117.865,"176.86K","0.11%"
2019-02-21,118.13,118.06,118.3,117.83,"188.61K","-0.03%"
2019-02-20,118.17,118.12,118.41,117.88,"171.32K","0.14%"
2019-02-19,118,117.82,118.13,117.75,"158.83K","0.05%"
2019-02-18,117.94,118.11,118.58,117.85,"118.19K","-0.08%"
2019-02-15,118.035,117.955,118.505,117.845,"163.00K","0.04%"
2019-02-14,117.985,118.085,118.475,117.795,"176.33K","-0.12%"
2019-02-13,118.13,118.26,118.39,117.98,"180.48K","-0.03%"
2019-02-12,118.16,118.04,118.33,117.9,"169.10K","0.04%"
2019-02-11,118.11,118.43,118.46,118.05,"133.70K","-0.20%"
2019-02-08,118.345,118.155,118.505,118.025,"174.51K","0.01%"
2019-02-07,118.33,118.45,118.68,118.2,"182.91K","-0.05%"
2019-02-06,118.395,118.445,118.685,118.265,"198.82K","-0.01%"
2019-02-05,118.405,118.435,118.625,118.095,"198.32K","-0.02%"
2019-02-04,118.43,118.35,118.53,118.17,"137.10K","0.03%"
2019-02-01,118.395,118.425,118.585,118.065,"188.12K","-0.04%"
2019-01-31,118.44,118.25,118.56,118.19,"198.46K","0.07%"
2019-01-30,118.355,118.455,118.725,118.295,"204.09K","-0.08%"
2019-01-29,118.45,118.53,118.78,118.32,"202.86K","-0.04%"
2019-01-28,118.5,118.46,118.71,118.36,"177.06K","0.10%"
2019-01-25,118.385,118.215,118.615,118.185,"190.99K","0.11%"
2019-01-24,118.26,118.43,118.67,118.24,"180.13K","-0.19%"
2019-01-23,118.485,118.405,118.685,118.285,"163.48K","0.06%"
2019-01-22,118.415,118.365,118.625,118.295,"178.84K","0.05%"
2019-01-21,118.35,118.55,118.97,118.22,"147.66K","-0.04%"
2019-01-18,118.4,118.25,118.5,118.07,"179.22K","0.05%"
2019-01-17,118.345,118.345,118.615,118.215,"201.90K","-0.04%"
2019-01-16,118.395,118.415,118.645,118.225,"","0.00%"
2019-01-15,118.39,118.53,118.66,118.24,"","-0.05%"
2019-01-14,118.45,118.44,118.57,118.11,"","0.02%"
2019-01-11,118.425,118.265,118.525,118.175,"175.44K","0.03%"
2019-01-10,118.39,118.44,118.64,118.26,"","-0.03%"
2019-01-09,118.425,118.365,118.625,118.175,"","0.05%"
2019-01-08,118.36,119.29,119.41,118.26,"8.23K","-0.70%"
2019-01-07,119.2,118.33,119.31,118.33,"5.20K","0.74%"
2019-01-04,118.32,118.42,118.48,117.98,"0.00K","-0.03%"
2019-01-03,118.355,116.375,118.665,116.005,"11.07K","1.82%"
2019-01-02,116.24,117.48,117.82,116.05,"9.01K","-1.05%"
2019-01-01,117.475,118.295,118.345,117.075,"3.38K","-0.74%"
2018-12-31,118.345,118.205,118.375,117.945,"","0.12%"
2018-12-28,118.2,118.27,118.35,117.91,"","-0.07%"
2018-12-27,118.28,118.05,118.36,117.95,"","0.10%"
2018-12-26,118.165,118.345,118.855,118.055,"","-0.05%"
