"Date","Price","Open","High","Low","Vol.","Change %"
"05/21/2020","24.7819","24.8160","25.0655","24.7900","0.66K","0.00%"
"05/20/2020","24.7819","24.8620","24.8620","24.7900","0.25K","-0.12%"
"05/19/2020","24.8120","24.8160","24.8710","24.6175","0.47K","0.12%"
"05/18/2020","24.7819","24.8490","24.8500","24.8147","0.05K","0.33%"
"05/15/2020","24.7000","24.8630","25.0670","24.7995","0.03K","-0.24%"
"05/14/2020","24.7600","24.8530","25.0765","24.7900","0.15K","0.65%"
"05/13/2020","24.6000","24.8430","25.0570","24.7465","0.02K","-0.57%"
"05/12/2020","24.7400","24.8169","25.0365","24.7650","0.37K","-0.18%"
"05/11/2020","24.7837","24.8480","25.0695","24.7650","0.57K","-0.06%"
"05/08/2020","24.7980","24.8540","25.0775","24.6175","0.10K","-0.02%"
"05/07/2020","24.8040","24.7500","25.0720","24.6900","0.02K","0.87%"
"05/06/2020","24.5900","24.8590","25.0750","24.7455","0.03K","-0.88%"
"05/05/2020","24.8090","24.8490","25.0395","24.7500","0.64K","0.16%"
"05/04/2020","24.7700","24.8320","25.0345","24.7850","0.49K","-0.05%"
"05/01/2020","24.7820","24.8100","25.0150","24.7600","0.94K","0.05%"
"04/30/2020","24.7700","24.8102","25.0350","24.7450","0.39K","0.00%"
"04/29/2020","24.7704","24.8104","25.0405","24.7450","0.70K","0.00%"
"04/28/2020","24.7708","24.8104","25.0355","24.7500","0.84K","0.00%"
"04/27/2020","24.7708","24.8109","25.0410","24.7750","0.77K","0.25%"
"04/24/2020","24.7100","24.8210","24.9960","24.7505","0.02K","0.45%"
"04/23/2020","24.6000","24.8300","25.0355","24.7355","0.03K","-0.73%"
"04/22/2020","24.7800","24.8510","25.0610","24.7050","0.03K","0.32%"
"04/21/2020","24.7000","24.8460","25.0630","24.7455","0.03K","-0.39%"
"04/20/2020","24.7960","24.8340","25.0480","24.7150","0.02K","0.05%"
"04/17/2020","24.7840","24.8300","25.0150","24.7100","0.03K","0.42%"
"04/16/2020","24.6800","24.8300","24.9900","24.7150","0.02K","-0.40%"
"04/15/2020","24.7800","24.8370","25.0135","24.7150","0.02K","-0.03%"
"04/14/2020","24.7870","24.8270","24.8485","24.7050","0.02K","0.04%"
"04/13/2020","24.7770","24.8270","25.0085","24.7000","0.02K","0.00%"
"04/10/2020","24.7770","24.8130","24.8270","24.8130","0.01K","0.06%"
"04/09/2020","24.7630","24.8150","25.0240","24.7265","0.02K","-0.01%"
"04/08/2020","24.7650","24.8160","25.0285","24.7350","0.02K","0.59%"
"04/07/2020","24.6200","24.7770","24.9830","24.7235","0.02K","0.41%"
"04/06/2020","24.5200","24.7880","24.7940","24.6735","0.02K","-0.88%"
"04/03/2020","24.7380","24.7350","24.9890","24.6875","0.02K","0.09%"
"04/02/2020","24.7150","24.7630","24.7775","24.6915","0.02K","0.01%"
"04/01/2020","24.7130","24.7690","24.7800","24.6950","0.03K","-0.02%"
"03/31/2020","24.7190","24.7450","24.7690","24.7025","0.01K","0.10%"
"03/30/2020","24.6950","24.7450","24.9495","24.6725","0.02K","0.00%"
"03/27/2020","24.6950","24.7480","24.7590","24.6690","0.02K","0.35%"
"03/26/2020","24.6100","24.7480","24.9245","24.6690","0.02K","0.24%"
"03/25/2020","24.5500","24.7260","24.7540","24.6630","0.03K","-0.20%"
"03/24/2020","24.6000","24.7420","24.7465","24.6880","0.02K","-0.37%"
"03/23/2020","24.6920","24.7240","24.7460","24.6315","0.03K","0.07%"
"03/20/2020","24.6740","24.9000","24.9455","24.6870","0.02K","-0.07%"
"03/19/2020","24.6910","24.6300","24.7455","24.6205","0.02K","0.66%"
"03/18/2020","24.5300","24.6707","24.7450","24.6050","0.26K","-0.53%"
"03/17/2020","24.6614","24.7450","24.9225","24.6350","0.60K","0.19%"
"03/16/2020","24.6150","24.7340","24.8575","24.6020","0.03K","-0.21%"
"03/13/2020","24.6666","24.6725","24.8170","24.6350","0.61K","0.01%"
"03/12/2020","24.6650","24.6701","24.7450","24.6350","0.80K","0.02%"
"03/11/2020","24.6602","24.6727","24.7460","24.6300","1.32K","-0.02%"
"03/10/2020","24.6654","24.6732","24.7460","24.6350","1.34K","0.00%"
"03/09/2020","24.6664","24.7270","24.7410","24.6300","0.81K","0.02%"
"03/06/2020","24.6613","24.7240","24.9035","24.6200","1.32K","0.01%"
"03/05/2020","24.6578","24.6571","24.7420","24.6200","1.32K","0.01%"
"03/04/2020","24.6542","24.6565","24.9015","24.6050","1.20K","0.00%"
"03/03/2020","24.6531","24.6553","24.8890","24.6200","1.30K","0.01%"
"03/02/2020","24.6505","24.7270","24.9085","24.6100","0.87K","0.21%"
"02/28/2020","24.6000","24.6467","24.8885","24.5900","0.26K","-0.18%"
"02/27/2020","24.6433","24.6459","24.8895","24.6100","0.67K","0.01%"
"02/26/2020","24.6418","24.6444","24.8845","24.6050","1.18K","0.01%"
"02/25/2020","24.6389","24.6432","24.8915","24.6050","1.32K","0.01%"
"02/24/2020","24.6364","24.6990","24.7120","24.5900","0.86K","0.01%"
"02/21/2020","24.6329","24.6397","24.8845","24.5900","0.62K","-0.02%"
"02/20/2020","24.6390","24.6381","24.8795","24.6000","1.34K","0.05%"
"02/19/2020","24.6263","24.6375","24.8675","24.5950","1.36K","0.01%"
"02/18/2020","24.6250","24.6366","24.8815","24.5900","0.96K","0.01%"
"02/17/2020","24.6232","24.6860","24.8815","24.6200","0.60K","0.01%"
"02/14/2020","24.6196","24.6335","24.8930","24.5900","0.73K","-0.01%"
"02/13/2020","24.6230","24.6322","24.8915","24.5950","0.54K","0.04%"
"02/12/2020","24.6143","24.6315","24.8635","24.5900","0.71K","0.00%"
"02/11/2020","24.6131","24.6304","24.8630","24.5900","0.52K","0.01%"
"02/10/2020","24.6108","24.6290","24.8635","24.5900","0.51K","0.01%"
"02/07/2020","24.6080","24.6278","24.8635","24.5850","0.71K","0.01%"
"02/06/2020","24.6055","24.6271","24.8520","24.5900","1.16K","0.01%"
"02/05/2020","24.6041","24.6263","24.8710","24.5900","1.35K","0.01%"
"02/04/2020","24.6026","24.6710","24.8905","24.5900","1.30K","0.00%"
